serialanon,nbedsx,tenex,accomhh1,dwtypenx,dwtype8x,dwtype3x,floorx,floory,EPceeb12e,EPceib12e,gorehs,tenure8x,tenure4x
20230000508.0,1.0,rent from housing association,terrace/end of terrace,bungalow,bungalow,house or bungalow,46.81,48.67,C,C,East,housing association - occupied,housing association
20230000521.0,3.0,rent from local authority,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,80.52,85.12,C,C,London,local authority - occupied,local authority
20230000524.0,3.0,rent from local authority,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,64.37,69.43,C,C,East,local authority - occupied,local authority
20230000543.0,3.0,own with mortgage,detached house or bungalow,detached,detached house,house or bungalow,124.32,129.50,D,E,Yorkshire and the Humber,owner occupied - occupied,owner occupied
20230000546.0,2.0,rent from local authority,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,71.29,76.52,C,C,South West,local authority - occupied,local authority
20230000547.0,2.0,rent from housing association,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,65.15,70.16,C,C,South East,housing association - occupied,housing association
20230000553.0,3.0,own outright,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,73.30,78.56,D,E,London,owner occupied - occupied,owner occupied
20230000554.0,4.0,own outright,detached house or bungalow,detached,detached house,house or bungalow,124.45,132.43,D,D,East Midlands,owner occupied - occupied,owner occupied
20230000561.0,3.0,rent from local authority,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,84.61,89.64,C,C,South East,local authority - occupied,local authority
20230000565.0,2.0,privately rent,semi-detached,semi detached,semi-detached house,house or bungalow,92.28,97.45,C,D,South East,private rented - occupied,private rented
20230000577.0,5 or more,own with mortgage,detached house or bungalow,detached,detached house,house or bungalow,316.31,316.50,C,A/B,South West,owner occupied - occupied,owner occupied
20230000578.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,117.38,123.60,C,C,West Midlands,owner occupied - occupied,owner occupied
20230000586.0,3.0,privately rent,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,81.15,86.91,D,D,North West,private rented - occupied,private rented
20230000592.0,3.0,privately rent,semi-detached,semi detached,semi-detached house,house or bungalow,74.28,79.96,D,E,East Midlands,private rented - occupied,private rented
20230000594.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,103.67,109.45,D,D,North West,owner occupied - occupied,owner occupied
20230000596.0,4.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,99.25,105.46,D,D,Yorkshire and the Humber,owner occupied - occupied,owner occupied
20230000607.0,1.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,40.98,41.89,C,C,London,housing association - occupied,housing association
20230000614.0,3.0,own outright,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,121.45,129.03,E,E,South East,owner occupied - occupied,owner occupied
20230000628.0,4.0,own outright,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,100.76,108.16,C,D,South East,owner occupied - occupied,owner occupied
20230000629.0,1.0,privately rent,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,45.71,47.45,C,C,East,private rented - occupied,private rented
20230000630.0,2.0,rent from housing association,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,77.87,82.50,C,C,South West,housing association - occupied,housing association
20230000637.0,4.0,own outright,detached house or bungalow,detached,detached house,house or bungalow,148.97,145.44,D,E,North West,owner occupied - occupied,owner occupied
20230000645.0,3.0,own outright,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,79.67,84.70,C,C,South East,owner occupied - occupied,owner occupied
20230000647.0,4.0,own with mortgage,detached house or bungalow,detached,detached house,house or bungalow,203.24,199.24,A/B,A/B,Yorkshire and the Humber,owner occupied - occupied,owner occupied
20230000654.0,2.0,privately rent,semi-detached,semi detached,semi-detached house,house or bungalow,51.91,56.28,D,D,West Midlands,private rented - occupied,private rented
20230000655.0,2.0,own outright,other,converted flat,converted flat,low rise flat,79.99,82.88,D,E,East,owner occupied - occupied,owner occupied
20230000656.0,2.0,rent from housing association,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,37.51,44.46,D,D,Yorkshire and the Humber,housing association - occupied,housing association
20230000659.0,1.0,rent from local authority,purpose built flat/maisonette,"purpose built flat, high rise","purpose built flat, high rise",high rise flat,42.13,43.20,C,A/B,South West,local authority - occupied,local authority
20230000667.0,2.0,rent from local authority,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,65.85,70.20,D,E,West Midlands,local authority - occupied,local authority
20230000673.0,3.0,privately rent,semi-detached,semi detached,semi-detached house,house or bungalow,83.68,89.86,C,D,West Midlands,private rented - occupied,private rented
20230000676.0,2.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,87.43,92.62,D,E,South West,owner occupied - occupied,owner occupied
20230000678.0,2.0,privately rent,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,55.60,57.60,C,A/B,East,private rented - occupied,private rented
20230000688.0,3.0,privately rent,semi-detached,semi detached,semi-detached house,house or bungalow,99.40,105.35,C,D,South East,private rented - occupied,private rented
20230000690.0,5 or more,own outright,detached house or bungalow,detached,detached house,house or bungalow,162.96,161.37,C,D,West Midlands,owner occupied - occupied,owner occupied
20230000698.0,2.0,rent from housing association,semi-detached,semi detached,semi-detached house,house or bungalow,65.26,70.46,C,C,North West,housing association - occupied,housing association
20230000704.0,3.0,own outright,detached house or bungalow,bungalow,bungalow,house or bungalow,133.01,136.95,D,E,East Midlands,owner occupied - occupied,owner occupied
20230000707.0,3.0,rent from housing association,detached house or bungalow,detached,detached house,house or bungalow,91.36,97.28,D,D,South West,housing association - occupied,housing association
20230000711.0,3.0,privately rent,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,96.08,101.26,D,D,Yorkshire and the Humber,private rented - occupied,private rented
20230000715.0,2.0,privately rent,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,60.52,62.54,C,C,London,private rented - occupied,private rented
20230000734.0,4.0,own outright,detached house or bungalow,detached,detached house,house or bungalow,129.96,136.73,C,D,West Midlands,owner occupied - occupied,owner occupied
20230000737.0,2.0,own outright,terrace/end of terrace,end terrace,small terraced house,house or bungalow,57.58,61.94,D,D,North West,owner occupied - occupied,owner occupied
20230000743.0,3.0,own outright,detached house or bungalow,bungalow,bungalow,house or bungalow,118.03,122.28,D,E,North East,owner occupied - occupied,owner occupied
20230000745.0,2.0,own outright,semi-detached,bungalow,bungalow,house or bungalow,46.32,48.14,C,C,Yorkshire and the Humber,owner occupied - occupied,owner occupied
20230000749.0,2.0,own outright,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,73.05,75.84,D,D,North West,owner occupied - occupied,owner occupied
20230000750.0,4.0,rent from local authority,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,68.73,74.97,C,C,East,local authority - occupied,local authority
20230000751.0,3.0,rent from local authority,semi-detached,semi detached,semi-detached house,house or bungalow,73.73,79.46,D,D,West Midlands,local authority - occupied,local authority
20230000752.0,4.0,own outright,detached house or bungalow,detached,detached house,house or bungalow,101.99,109.02,D,D,South East,owner occupied - occupied,owner occupied
20230000764.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,65.33,72.24,D,D,East,owner occupied - occupied,owner occupied
20230000767.0,1.0,own outright,other,bungalow,bungalow,house or bungalow,38.91,40.06,E,E,East,owner occupied - occupied,owner occupied
20230000771.0,1.0,rent from local authority,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,44.16,45.10,C,C,West Midlands,local authority - occupied,local authority
20230000781.0,5 or more,own outright,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,60.93,66.04,D,E,North West,owner occupied - occupied,owner occupied
20230000800.0,2.0,rent from local authority,terrace/end of terrace,end terrace,small terraced house,house or bungalow,67.94,72.22,C,D,London,local authority - occupied,local authority
20230000807.0,3.0,own with mortgage,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,78.81,84.46,D,D,North West,owner occupied - occupied,owner occupied
20230000808.0,3.0,rent from housing association,semi-detached,semi detached,semi-detached house,house or bungalow,84.38,90.56,C,C,North East,housing association - occupied,housing association
20230000810.0,3.0,rent from local authority,semi-detached,semi detached,semi-detached house,house or bungalow,106.01,112.16,C,C,South West,local authority - occupied,local authority
20230000811.0,3.0,privately rent,semi-detached,semi detached,semi-detached house,house or bungalow,75.71,80.62,C,D,West Midlands,private rented - occupied,private rented
20230000817.0,2.0,privately rent,semi-detached,semi detached,semi-detached house,house or bungalow,82.32,87.24,C,D,Yorkshire and the Humber,private rented - occupied,private rented
20230000819.0,3.0,rent from housing association,semi-detached,semi detached,semi-detached house,house or bungalow,84.13,89.08,C,C,North West,housing association - occupied,housing association
20230000827.0,2.0,own outright,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,69.24,63.42,D,D,South East,owner occupied - occupied,owner occupied
20230000834.0,3.0,rent from local authority,terrace/end of terrace,end terrace,small terraced house,house or bungalow,61.14,65.96,C,C,East,local authority - occupied,local authority
20230000836.0,2.0,rent from local authority,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,74.89,79.58,D,E,London,local authority - occupied,local authority
20230000842.0,1.0,rent from local authority,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,35.41,36.06,C,C,North West,local authority - occupied,local authority
20230000856.0,3.0,rent from housing association,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,70.52,76.12,C,C,South West,housing association - occupied,housing association
20230000857.0,3.0,rent from housing association,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,75.42,80.26,C,C,North East,housing association - occupied,housing association
20230000860.0,2.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,84.43,89.14,D,E,North East,owner occupied - occupied,owner occupied
20230000868.0,1.0,rent from housing association,semi-detached,bungalow,bungalow,house or bungalow,44.80,45.77,D,D,West Midlands,housing association - occupied,housing association
20230000870.0,3.0,rent from housing association,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,77.52,82.38,C,C,South East,housing association - occupied,housing association
20230000872.0,2.0,privately rent,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,51.01,52.92,C,D,East,private rented - occupied,private rented
20230000878.0,4.0,own outright,detached house or bungalow,detached,detached house,house or bungalow,74.67,80.76,D,D,West Midlands,owner occupied - occupied,owner occupied
20230000883.0,2.0,own with mortgage,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,51.57,55.80,C,A/B,North East,owner occupied - occupied,owner occupied
20230000887.0,3.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,113.44,118.22,C,D,North East,owner occupied - occupied,owner occupied
20230000890.0,3.0,privately rent,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,77.27,82.66,D,D,West Midlands,private rented - occupied,private rented
20230000896.0,3.0,rent from housing association,semi-detached,semi detached,semi-detached house,house or bungalow,76.12,81.84,D,D,East Midlands,housing association - occupied,housing association
20230000904.0,3.0,privately rent,other,converted flat,converted flat,low rise flat,34.21,38.34,D,D,Yorkshire and the Humber,private rented - occupied,private rented
20230000910.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,99.52,105.45,C,C,North West,owner occupied - occupied,owner occupied
20230000911.0,5 or more,own outright,detached house or bungalow,detached,detached house,house or bungalow,284.02,295.71,D,D,East,owner occupied - occupied,owner occupied
20230000926.0,2.0,privately rent,detached house or bungalow,bungalow,bungalow,house or bungalow,95.27,97.75,D,E,East Midlands,private rented - occupied,private rented
20230000932.0,4.0,own with mortgage,detached house or bungalow,detached,detached house,house or bungalow,178.89,174.74,A/B,C,East,owner occupied - occupied,owner occupied
20230000933.0,1.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,43.87,44.80,C,C,West Midlands,housing association - occupied,housing association
20230000936.0,2.0,rent from housing association,terrace/end of terrace,bungalow,bungalow,house or bungalow,45.84,47.77,C,C,North East,housing association - occupied,housing association
20230000937.0,2.0,privately rent,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,61.84,66.22,C,C,South West,private rented - occupied,private rented
20230000958.0,2.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,49.39,51.28,C,C,Yorkshire and the Humber,housing association - occupied,housing association
20230000970.0,2.0,own outright,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,51.08,55.30,D,D,Yorkshire and the Humber,owner occupied - occupied,owner occupied
20230000972.0,4.0,own outright,detached house or bungalow,detached,detached house,house or bungalow,111.50,118.07,C,D,South East,owner occupied - occupied,owner occupied
20230000975.0,1.0,rent from local authority,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,29.42,30.00,C,A/B,Yorkshire and the Humber,local authority - occupied,local authority
20230000980.0,3.0,own with mortgage,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,91.25,95.55,D,E,London,owner occupied - occupied,owner occupied
20230000981.0,2.0,rent from housing association,semi-detached,bungalow,bungalow,house or bungalow,56.36,58.83,D,D,North East,housing association - occupied,housing association
20230000984.0,4.0,privately rent,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,77.42,82.64,D,D,North West,private rented - occupied,private rented
20230000988.0,2.0,privately rent,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,62.79,67.20,C,C,London,private rented - occupied,private rented
20230000992.0,1.0,privately rent,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,30.30,30.80,C,D,East,private rented - occupied,private rented
20230000995.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,134.82,132.92,C,D,South West,owner occupied - occupied,owner occupied
20230000996.0,3.0,own with mortgage,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,42.14,49.57,D,D,East,owner occupied - occupied,owner occupied
20230001007.0,4.0,privately rent,semi-detached,semi detached,semi-detached house,house or bungalow,121.89,128.92,C,D,South East,private rented - occupied,private rented
20230001011.0,5 or more,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,125.93,135.88,D,E,South East,owner occupied - occupied,owner occupied
20230001022.0,5 or more,own outright,detached house or bungalow,detached,detached house,house or bungalow,128.32,134.22,E,E,Yorkshire and the Humber,owner occupied - occupied,owner occupied
20230001039.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,70.72,76.32,D,E,North West,owner occupied - occupied,owner occupied
20230001041.0,1.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,49.66,50.40,C,C,London,housing association - occupied,housing association
20230001044.0,3.0,own with mortgage,terrace/end of terrace,end terrace,small terraced house,house or bungalow,67.05,71.69,C,C,East,owner occupied - occupied,owner occupied
20230001062.0,2.0,privately rent,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,63.36,65.00,C,C,North West,private rented - occupied,private rented
20230001072.0,3.0,rent from housing association,semi-detached,semi detached,semi-detached house,house or bungalow,96.38,102.06,C,C,South East,housing association - occupied,housing association
20230001076.0,3.0,rent from housing association,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,67.42,72.38,D,D,West Midlands,housing association - occupied,housing association
20230001079.0,5 or more,own outright,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,122.83,131.66,D,E,London,owner occupied - occupied,owner occupied
20230001082.0,4.0,own with mortgage,detached house or bungalow,detached,detached house,house or bungalow,254.48,262.52,D,D,East,owner occupied - occupied,owner occupied
20230001090.0,2.0,rent from local authority,terrace/end of terrace,end terrace,small terraced house,house or bungalow,62.58,66.86,D,D,North West,local authority - occupied,local authority
20230001092.0,3.0,own with mortgage,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,79.46,84.90,D,D,Yorkshire and the Humber,owner occupied - occupied,owner occupied
20230001095.0,3.0,own with mortgage,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,136.16,144.01,D,D,South East,owner occupied - occupied,owner occupied
20230001099.0,2.0,rent from housing association,semi-detached,bungalow,bungalow,house or bungalow,71.27,73.46,C,C,North East,housing association - occupied,housing association
20230001101.0,2.0,own outright,detached house or bungalow,bungalow,bungalow,house or bungalow,50.86,52.79,D,E,East,owner occupied - occupied,owner occupied
20230001105.0,2.0,own outright,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,77.93,84.82,D,D,North East,owner occupied - occupied,owner occupied
20230001111.0,2.0,rent from local authority,semi-detached,bungalow,bungalow,house or bungalow,61.13,63.20,A/B,C,East,local authority - occupied,local authority
20230001121.0,3.0,own outright,detached house or bungalow,bungalow,bungalow,house or bungalow,81.79,84.96,D,F,North East,owner occupied - occupied,owner occupied
20230001122.0,2.0,privately rent,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,97.51,101.48,D,D,North East,private rented - occupied,private rented
20230001127.0,3.0,privately rent,semi-detached,semi detached,semi-detached house,house or bungalow,83.42,89.17,D,E,South West,private rented - occupied,private rented
20230001130.0,2.0,own outright,detached house or bungalow,bungalow,bungalow,house or bungalow,59.74,62.08,E,D,South West,owner occupied - occupied,owner occupied
20230001134.0,3.0,own outright,detached house or bungalow,detached,detached house,house or bungalow,79.05,84.72,D,D,South East,owner occupied - occupied,owner occupied
20230001138.0,1.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,45.78,46.90,C,C,North East,housing association - occupied,housing association
20230001139.0,1.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,32.18,32.94,C,C,West Midlands,housing association - occupied,housing association
20230001143.0,4.0,own with mortgage,detached house or bungalow,detached,detached house,house or bungalow,294.81,304.17,D,E,West Midlands,owner occupied - occupied,owner occupied
20230001146.0,2.0,privately rent,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,69.26,70.90,C,D,London,private rented - occupied,private rented
20230001148.0,2.0,privately rent,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,60.31,64.46,C,D,North West,private rented - occupied,private rented
20230001152.0,2.0,rent from housing association,semi-detached,semi detached,semi-detached house,house or bungalow,71.99,76.30,D,D,West Midlands,housing association - occupied,housing association
20230001161.0,1.0,privately rent,other,converted flat,converted flat,low rise flat,33.82,34.79,E,F,South East,private rented - occupied,private rented
20230001165.0,2.0,own outright,detached house or bungalow,bungalow,bungalow,house or bungalow,59.97,62.08,E,E,South West,owner occupied - occupied,owner occupied
20230001166.0,2.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,59.23,63.72,C,C,South East,owner occupied - occupied,owner occupied
20230001172.0,2.0,rent from local authority,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,54.73,56.76,C,C,Yorkshire and the Humber,local authority - occupied,local authority
20230001173.0,2.0,own with mortgage,other,converted flat,converted flat,low rise flat,75.03,77.43,D,D,London,owner occupied - occupied,owner occupied
20230001181.0,2.0,privately rent,terrace/end of terrace,end terrace,small terraced house,house or bungalow,55.91,60.24,D,D,West Midlands,private rented - occupied,private rented
20230001182.0,2.0,rent from housing association,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,75.60,80.52,E,F,East,housing association - occupied,housing association
20230001197.0,3.0,rent from local authority,semi-detached,semi detached,semi-detached house,house or bungalow,100.43,95.66,A/B,C,South East,local authority - occupied,local authority
20230001205.0,2.0,rent from housing association,terrace/end of terrace,bungalow,bungalow,house or bungalow,38.55,40.09,C,C,East Midlands,housing association - occupied,housing association
20230001217.0,3.0,rent from housing association,other,converted flat,converted flat,low rise flat,73.53,78.36,E,E,London,housing association - occupied,housing association
20230001221.0,3.0,privately rent,semi-detached,semi detached,semi-detached house,house or bungalow,108.82,116.62,E,E,Yorkshire and the Humber,private rented - occupied,private rented
20230001226.0,2.0,rent from housing association,semi-detached,semi detached,semi-detached house,house or bungalow,80.48,84.67,C,C,South East,housing association - occupied,housing association
20230001228.0,3.0,rent from housing association,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,74.54,79.16,C,C,East,housing association - occupied,housing association
20230001233.0,3.0,own outright,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,71.21,76.04,D,D,East,owner occupied - occupied,owner occupied
20230001235.0,1.0,privately rent,terrace/end of terrace,bungalow,bungalow,house or bungalow,47.70,48.44,D,D,East Midlands,private rented - occupied,private rented
20230001236.0,3.0,own outright,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,116.12,122.24,D,D,West Midlands,owner occupied - occupied,owner occupied
20230001260.0,2.0,own with mortgage,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,60.15,64.62,C,C,South West,owner occupied - occupied,owner occupied
20230001267.0,4.0,own outright,detached house or bungalow,detached,detached house,house or bungalow,160.40,168.30,C,D,South West,owner occupied - occupied,owner occupied
20230001269.0,3.0,own outright,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,85.19,90.41,F,E,South West,owner occupied - occupied,owner occupied
20230001273.0,3.0,own with mortgage,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,78.01,83.04,C,C,Yorkshire and the Humber,owner occupied - occupied,owner occupied
20230001275.0,3.0,own with mortgage,terrace/end of terrace,mid terrace,small terraced house,house or bungalow,57.29,62.70,C,D,North West,owner occupied - occupied,owner occupied
20230001281.0,2.0,privately rent,semi-detached,semi detached,semi-detached house,house or bungalow,137.22,142.58,F,F,Yorkshire and the Humber,private rented - occupied,private rented
20230001283.0,3.0,privately rent,other,converted flat,converted flat,low rise flat,99.98,105.75,C,C,West Midlands,private rented - occupied,private rented
20230001289.0,3.0,privately rent,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,70.18,72.98,C,C,South East,private rented - occupied,private rented
20230001291.0,2.0,privately rent,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,61.38,63.90,D,D,London,private rented - occupied,private rented
20230001296.0,3.0,own with mortgage,terrace/end of terrace,end terrace,medium/large terraced house,house or bungalow,83.89,91.75,D,D,East Midlands,owner occupied - occupied,owner occupied
20230001300.0,1.0,rent from local authority,terrace/end of terrace,bungalow,bungalow,house or bungalow,40.68,41.63,C,C,West Midlands,local authority - occupied,local authority
20230001301.0,4.0,own outright,detached house or bungalow,detached,detached house,house or bungalow,138.52,145.02,D,E,North West,owner occupied - occupied,owner occupied
20230001303.0,3.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,80.62,85.96,C,C,West Midlands,owner occupied - occupied,owner occupied
20230001305.0,1.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,38.28,39.22,D,D,East,housing association - occupied,housing association
20230001309.0,3.0,own outright,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,81.39,86.21,C,C,South East,owner occupied - occupied,owner occupied
20230001319.0,2.0,rent from housing association,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,72.42,76.96,C,C,East,housing association - occupied,housing association
20230001321.0,2.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,53.36,57.62,D,D,South East,owner occupied - occupied,owner occupied
20230001327.0,3.0,privately rent,semi-detached,semi detached,semi-detached house,house or bungalow,100.05,105.91,D,D,Yorkshire and the Humber,private rented - occupied,private rented
20230001361.0,3.0,privately rent,semi-detached,semi detached,semi-detached house,house or bungalow,57.77,62.36,C,D,North West,private rented - occupied,private rented
20230001362.0,2.0,own with mortgage,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,74.11,74.00,A/B,A/B,London,owner occupied - occupied,owner occupied
20230001365.0,5 or more,own with mortgage,detached house or bungalow,detached,detached house,house or bungalow,295.37,307.91,C,D,South East,owner occupied - occupied,owner occupied
20230001370.0,2.0,rent from local authority,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,68.77,70.44,C,C,West Midlands,local authority - occupied,local authority
20230001386.0,2.0,own with mortgage,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,46.11,48.00,D,D,East,owner occupied - occupied,owner occupied
20230001406.0,3.0,own with mortgage,terrace/end of terrace,mid terrace,medium/large terraced house,house or bungalow,89.55,97.44,D,D,Yorkshire and the Humber,owner occupied - occupied,owner occupied
20230001407.0,2.0,privately rent,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,62.79,65.01,C,C,South West,private rented - occupied,private rented
20230001409.0,2.0,privately rent,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,59.95,63.86,C,C,East,private rented - occupied,private rented
20230001412.0,3.0,own outright,detached house or bungalow,detached,detached house,house or bungalow,150.36,156.52,G,D,Yorkshire and the Humber,owner occupied - occupied,owner occupied
20230001422.0,3.0,privately rent,semi-detached,semi detached,semi-detached house,house or bungalow,106.71,113.75,D,D,London,private rented - occupied,private rented
20230001429.0,1.0,rent from local authority,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,45.16,46.17,C,A/B,East,local authority - occupied,local authority
20230001433.0,3.0,privately rent,semi-detached,bungalow,bungalow,house or bungalow,65.42,67.40,D,D,Yorkshire and the Humber,private rented - occupied,private rented
20230001436.0,3.0,rent from housing association,semi-detached,semi detached,semi-detached house,house or bungalow,77.80,83.50,C,C,North West,housing association - occupied,housing association
20230001456.0,1.0,rent from local authority,terrace/end of terrace,bungalow,bungalow,house or bungalow,46.70,48.56,D,D,Yorkshire and the Humber,local authority - occupied,local authority
20230001458.0,2.0,own outright,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,60.47,64.68,C,C,Yorkshire and the Humber,owner occupied - occupied,owner occupied
20230001474.0,2.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,40.64,42.32,C,C,London,housing association - occupied,housing association
20230001476.0,4.0,own with mortgage,semi-detached,semi detached,semi-detached house,house or bungalow,126.19,132.89,D,E,London,owner occupied - occupied,owner occupied
20230001483.0,2.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,57.27,58.90,C,A/B,South West,housing association - occupied,housing association
20230001489.0,1.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,37.48,38.25,C,C,North West,housing association - occupied,housing association
20230001495.0,5 or more,own with mortgage,detached house or bungalow,detached,detached house,house or bungalow,168.58,176.38,C,C,South West,owner occupied - occupied,owner occupied
20230001499.0,5 or more,own with mortgage,detached house or bungalow,detached,detached house,house or bungalow,208.12,217.00,C,D,Yorkshire and the Humber,owner occupied - occupied,owner occupied
20230001530.0,1.0,rent from housing association,purpose built flat/maisonette,"purpose built flat, low rise","purpose built flat, low rise",low rise flat,51.26,52.14,E,F,South West,housing association - occupied,housing association
20230001550.0,3.0,rent from local authority,semi-detached,semi detached,semi-detached house,house or bungalow,91.64,97.62,D,D,South West,local authority - occupied,local authority
20230001566.0,3.0,own with mortgage,detached house or bungalow,detached,detached house,house or bungalow,82.39,77.74,C,C,West Midlands,owner occupied - occupied,owner occupied
20230001587.0,3.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,139.63,148.84,D,E,East,owner occupied - occupied,owner occupied
20230001592.0,4.0,own outright,semi-detached,semi detached,semi-detached house,house or bungalow,147.89,154.01,D,E,South West,owner occupied - occupied,owner occupied
